Organism Type,Bacteria Gram Stain,Species Code,Species Full Name,Reported Name ,CLSI Breakpoint Group,Other Group,CLSI Breakpoint Group Document,,,Pooled Name,Weighted Average Rule KEY,Reporting Rules,Weighted Average Rules
Bacteria,Negative,ochspe,Ochrobactrum species,Ochrobactrum spp.,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Negative,odospl,Odoribacter splanchnicus,Odoribacter splanchnicus,Anaerobes,,M100,,,,,,
Bacteria,Positive,oerspe,Oerskovia species,Oerskovia spp.,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,oertur,Oerskovia turbata,Oerskovia spp.,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Negative,oliure,Oligella ureolytica,Oligella spp.,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Negative,mrxure,Oligella urethralis,Oligella spp.,Other Non-Enterobacterales,,M100,,,,,,
Helminth,,oncvol,Onchocerca volvulus,,,,,,,,,,
Bacteria,N/A,orgnv,Organism non-viable,,,,,,,,,,
,,oi,Over-inoculated,,,,,,,,,,
,,oxnego,Oxidase Negative Other,,,,,,,,,,
Filamentous Fungi,,paelil,Paecilomyces lilacinus,,,,,,,,,,
Filamentous Fungi,,paespp,Paecilomyces species,,,,,,,,,,
Filamentous Fungi,,paevar,Paecilomyces variotii,,,,,,,,,,
Bacteria,Positive,paecin,Paenibacillus cineris,Paenibacillus spp.,Bacillus,,M45,,,,,,
Bacteria,Positive,paeazo,Paenibacillus durus,Paenibacillus spp.,Bacillus,,M45,,,,,,
Bacteria,Positive,paespe,Paenibacillus species,Paenibacillus spp.,Bacillus,,M45,,,,,,
Bacteria,Positive,closor,Paeniclostridium sordellii (formerly Clostridium sordellii),Gram-Positive Anaerobes,Anaerobes,,M100,,,,,,
Bacteria,Negative,entagg,Pantoea agglomerans,Pantoea spp.,Enterobacterales,,M100,,,,,,
Bacteria,Negative,pandis,Pantoea dispersa,Pantoea spp.,Enterobacterales,,M100,,,,,,
Bacteria,Negative,panspe,Pantoea species,Pantoea spp.,Enterobacterales,,M100,,,,,,
Virus,,61papov,Papovavirus,,,,,,,,,,
Bacteria,Negative,bacdit,Parabacteroides distasonis,Parabacteroides distasonis,Anaerobes,,M100,,,,,,
Bacteria,Positive,clobif,Paraclostridium bifermentans (formerly Clostridium),Paraclostridium bifermentans (formerly Clostridium),Anaerobes,,M100,,,,,,
Filamentous Fungi,,parbra,Paracoccidioides brasiliensis,,,,,,,,,,
Bacteria,Negative,cdceo2,Paracoccus yeei (formerly CDC group EO-2),Paracoccus yeei ,Other Non-Enterobacterales,,M100,,,,,,
Helminth,,parwes,Paragonimus westermani,,,,,,,,,,
Virus,,24par1,Parainfluenza type 1 virus,,,,,,,,,,
Virus,,24par2,Parainfluenza type 2 virus,,,,,,,,,,
Virus,,24par3,Parainfluenza type 3 virus,,,,,,,,,,
Virus,,24par4,Parainfluenza type 4 virus,,,,,,,,,,
Virus,,24par,Parainfluenza virus,,,,,,,,,,
Virus,,24pa13,Parainfluenza virus 1 and/or 3,,,,,,,,,,
Virus,,24pa24,Parainfluenza virus 2 and/or 4,,,,,,,,,,
,,parref,Parasite(s) seen (referred for definitive identification),,,,,,,,,,
Bacteria,Positive,pstmic,Parvimonas micra (formerly Peptostreptococcus micros),Parvimonas micra (formerly Peptostreptococcus micros),Anaerobes,,M100,,,,,,
Virus,,63parB,Parvovirus B19,,,,,,,,,,
Bacteria,Negative,pasaer,Pasteurella aerogenes,Pasteurella spp.,Pasteurella,,M45,,,,,,
Bacteria,Negative,pascan,Pasteurella canis,Pasteurella spp.,Pasteurella,,M45,,,,,,
Bacteria,Negative,pasmul,Pasteurella multocida,Pasteurella spp.,Pasteurella,,M45,,,,,,
Bacteria,Negative,passpe,Pasteurella species,Pasteurella spp.,Pasteurella,,M45,,,,,,
Bacteria,Positive,pedaci,Pediococcus acidilactici,Pediococcus spp.,Pediococcus,,M45,,,,,,
Bacteria,Positive,pedpar,Pediococcus parvulus,Pediococcus spp.,Pediococcus,,M45,,,,,,
Bacteria,Positive,pedpen,Pediococcus pentosaceus,Pediococcus spp.,Pediococcus,,M45,,,,,,
Bacteria,Positive,pedspp,Pediococcus species,Pediococcus spp.,Pediococcus,,M45,,,,,,
Filamentous Fungi,,penmar,Penicillium marneffei,,,,,,,,,,
Filamentous Fungi,,penpur,Penicillium purpurescens,,,,,,,,,,
Filamentous Fungi,,penspp,Penicillium species,,,,,,,,,,
Bacteria,Positive,pepspp,Peptococcus species,Peptococcus species,Anaerobes,,M100,,,,,,
Bacteria,Positive,pstasa,Peptoniphilus asaccharolyticus,Peptoniphilus spp.,Anaerobes,,M100,,,,,,
Bacteria,Positive,pephar,Peptoniphilus harei,Peptoniphilus spp.,Anaerobes,,M100,,,,,,
Bacteria,Positive,pepind,Peptoniphilus indolicus,Peptoniphilus spp.,Anaerobes,,M100,,,,,,
Bacteria,Positive,pptspe,Peptoniphilus species,Peptoniphilus spp.,Anaerobes,,M100,,,,,,
Bacteria,Positive,pstana,Peptostreptococcus anaerobius,Peptostreptococcus spp.,Anaerobes,,M100,,,,,,
Bacteria,Positive,pstind,Peptostreptococcus indolicus,Peptostreptococcus spp.,Anaerobes,,M100,,,,,,
Bacteria,Positive,pstpre,Peptostreptococcus prevotii,Peptostreptococcus spp.,Anaerobes,,M100,,,,,,
Bacteria,Positive,pepspe,Peptostreptococcus species,Peptostreptococcus spp.,Anaerobes,,M100,,,,,,
Bacteria,Positive,gafana,Peptostreptococcus tetradius,Peptostreptococcus spp.,Anaerobes,,M100,,,,,,
Filamentous Fungi,,petspp,Petriella species,,,,,,,,,,
Filamentous Fungi,,phaifl,Phaeoacremonium inflatipes,,,,,,,,,,
Filamentous Fungi,,phaspe,Phaeoacremonium species,,,,,,,,,,
Filamentous Fungi,,phawer,Phaeoannellomyces werneckii,,,,,,,,,,
Filamentous Fungi,,phanod,Phaeosphaeria nodorum,,,,,,,,,,
Filamentous Fungi,,phiric,Phialophora richardsiae,,,,,,,,,,
Filamentous Fungi,,phispe,Phialophora species,,,,,,,,,,
Filamentous Fungi,,phiver,Phialophora verrucosa,,,,,,,,,,
Filamentous Fungi,,phospe,Phoma species,,,,,,,,,,
Bacteria,Negative,vibdam,Photobacterium damselae,Photobacterium damselae,Vibrio,,M45,,,,,,
Filamentous Fungi,,picang,Pichia angusta,,,,,,,,,,
Filamentous Fungi,,picano,Pichia anomala,,,,,,,,,,
Filamentous Fungi,,picspp,Pichia species,,,,,,,,,,
Filamentous Fungi,,piehor,Piedraia hortae,,,,,,,,,,
Bacteria,Negative,pprspp,pigmented Porphyromonas species,Porphyromonas spp.,Anaerobes,,M100,,,,,,
Filamentous Fungi,,pitcha,Pithomyces chartarum,,,,,,,,,,
Filamentous Fungi,,pitspe,Pithomyces species,,,,,,,,,,
Protozoa,,plafal,Plasmodium falciparum,,,,,,,,,,
Protozoa,,plamal,Plasmodium malariae,,,,,,,,,,
Protozoa,,plaova,Plasmodium ovale,,,,,,,,,,
Protozoa,,plaspp,Plasmodium species,,,,,,,,,,
Protozoa,,plaviv,Plasmodium vivax,,,,,,,,,,
Bacteria,Negative,pleshi,Plesiomonas shigelloides,Plesiomonas shigelloides,Other Non-Enterobacterales,,M100,,,,,,
Filamentous Fungi,,pnecar,Pneumocystis jirovecii (previously known as P.carinii),,,,,,,,,,
Virus,,37pol,Polio virus,,,,,,,,,,
Virus,,62BKV,Polyomavirus BK,,,,,,,,,,
Bacteria,Negative,bacasa,Porphyromonas asaccharolytica,Porphyromonas spp.,Anaerobes,,M100,,,,,,
Bacteria,Negative,bacgin,Porphyromonas gingivalis,Porphyromonas spp.,Anaerobes,,M100,,,,,,
Bacteria,Negative,porspp,Porphyromonas species,Porphyromonas spp.,Anaerobes,,M100,,,,,,
,,PC,Positive Control,,,,,,,,,,
,,pcppos,POSITIVE for Pneumocystis jiroveci,,,,,,,,,,
,,P-GNR,Possible GNR,,,,,,,,,,
,,pacica,Presumptive Acinetobacter lwoffi,,,,,,,,,,
,,ppseps,Presumptive Burkholderia pseudomallei,,,,,,,,,,
,,pgarva,Presumptive Gardnerella vaginalis,,,,,,,,,,
,,pshidy,Presumptive Shigella dysenteriae,,,,,,,,,,
,,pyerpe,Presumptive Yersinia pestis,,,,,,,,,,
Bacteria,Negative,bacbiv,Prevotella bivia,Prevotella spp.,Anaerobes,,M100,,,,,,
Bacteria,Negative,prebiv,Prevotella bivia,Prevotella spp.,Anaerobes,,M100,,,,,,
Bacteria,Negative,bacbuc,Prevotella buccae,Prevotella spp.,Anaerobes,,M100,,,,,,
Bacteria,Negative,prebuc,Prevotella buccalis,Prevotella spp.,Anaerobes,,M100,,,,,,
Bacteria,Negative,baccor,Prevotella corporis,Prevotella spp.,Anaerobes,,M100,,,,,,
Bacteria,Negative,preden,Prevotella denticola,Prevotella spp.,Anaerobes,,M100,,,,,,
Bacteria,Negative,bacdis,Prevotella disiens,Prevotella spp.,Anaerobes,,M100,,,,,,
Bacteria,Negative,bacint,Prevotella intermedia,Prevotella spp.,Anaerobes,,M100,,,,,,
Bacteria,Negative,preint,Prevotella intermedia,Prevotella spp.,Anaerobes,,M100,,,,,,
Bacteria,Negative,bacloe,Prevotella loescheii,Prevotella spp.,Anaerobes,,M100,,,,,,
Bacteria,Negative,bacl/d,Prevotella loescheii/denticola,Prevotella spp.,Anaerobes,,M100,,,,,,
Bacteria,Negative,bacmel,Prevotella melaninogenica,Prevotella spp.,Anaerobes,,M100,,,,,,
Bacteria,Negative,prenig,Prevotella nigrescens,Prevotella spp.,Anaerobes,,M100,,,,,,
Bacteria,Negative,bacora,Prevotella oralis,Prevotella spp.,Anaerobes,,M100,,,,,,
Bacteria,Negative,bacori,Prevotella oris,Prevotella spp.,Anaerobes,,M100,,,,,,
Bacteria,Negative,prespe,Prevotella species,Prevotella spp.,Anaerobes,,M100,,,,,,
Bacteria,Positive,prifle,Priestia flexa,Priestia spp.,Bacillus,,M45,,,,,,
Bacteria,Positive,bacmeg,Priestia megaterium (previously known Bacillus megaterium),Priestia spp.,Bacillus,,M45,,,,,,
Bacteria,Positive,prospp,Propionibacterium species,Propionibacterium spp.,Anaerobes,,M100,,,,,,
Bacteria,Positive,prolym,Propionimicrobium lymphophilum,Propionimicrobium lymphophilum,Anaerobes,,M100,,,,,,
Bacteria,Negative,prohau,Proteus hauseri,"Proteus spp. other than vulgaris, vulgaris/penneri",Enterobacterales,,M100,,,,,,
Bacteria,Negative,promir,Proteus mirabilis,"Proteus spp. other than vulgaris, vulgaris/penneri",Enterobacterales,,M100,,,,,,
Bacteria,Negative,propen,Proteus penneri,"Proteus spp. other than vulgaris, vulgaris/penneri",Enterobacterales,,M100,,,,,,
Bacteria,Negative,prospe,Proteus species,"Proteus spp. other than vulgaris, vulgaris/penneri",Enterobacterales,,M100,,,,,,
Bacteria,Negative,provul,Proteus vulgaris,Proteus vulgaris,Enterobacterales,SPICE,M100,,,,,,
Bacteria,Negative,provp,Proteus vulgaris / penneri,Proteus vulgaris / penneri,Enterobacterales,SPICE,M100,,,,,,
Algae,,protsp,Prototheca species,Prototheca spp.,,,,,,,,,
Algae,,prowic,Prototheca wickerhamii,Prototheca spp.,,,,,,,,,
Algae,,prozop,Prototheca zopfii,Prototheca spp.,,,,,,,,,
Bacteria,Negative,proalc,Providencia alcalifaciens,Providencia spp.,Enterobacterales,SPICE,M100,,,,,,
Bacteria,Negative,proret,Providencia rettgeri,Providencia spp.,Enterobacterales,SPICE,M100,,,,,,
Bacteria,Negative,prorus,Providencia rustigianii,Providencia spp.,Enterobacterales,SPICE,M100,,,,,,
Bacteria,Negative,prvspe,Providencia species,Providencia spp.,Enterobacterales,SPICE,M100,,,,,,
Bacteria,Negative,prostu,Providencia stuartii,Providencia spp.,Enterobacterales,SPICE,M100,,,,,,
Bacteria,Negative,prosut,Providencia stuartii urea +,Providencia spp.,Enterobacterales,SPICE,M100,,,,,,
Filamentous Fungi,,pseboy,Pseudallescheria boydii,,,,,,,,,,
Bacteria,Negative,escvul,Pseudescherichia vulneris (formerly Escherichia vulneris),Pseudescherichia vulneris (formerly Escherichia vulneris),Enterobacterales,,M100,,,,,,
Bacteria,Negative,baccap,Pseudoflavonifractor capillosus (formerly Bacteroides),Pseudoflavonifractor capillosus (formerly Bacteroides),Anaerobes,,M100,,,,,,
Bacteria,Positive,artcmm,Pseudoglutamicibacter cumminsii (formerly Arthrobacter),Pseudoglutamicibacter cumminsii (formerly Arthrobacter),Coryneform Bacteria,,M45,,,,,,
Bacteria,Negative,pseaer,Pseudomonas aeruginosa,Pseudomonas aeruginosa,Pseudomonas aeruginosa,,,,,,,,
Bacteria,Negative,psealc,Pseudomonas alcaligenes,Pseudomonas species (other than P. aeruginosa),Other Non-Enterobacterales,,M100,,,,,Pseudomonas species (other than P. aeruginosa),
Bacteria,Negative,psechl,Pseudomonas chlororaphis,Pseudomonas species (other than P. aeruginosa),Other Non-Enterobacterales,,M100,,,,,Pseudomonas species (other than P. aeruginosa),
Bacteria,Negative,pseech,Pseudomonas echinoides,Pseudomonas species (other than P. aeruginosa),Other Non-Enterobacterales,,M100,,,,,Pseudomonas species (other than P. aeruginosa),
Bacteria,Negative,pseflu,Pseudomonas fluorescens,Pseudomonas species (other than P. aeruginosa),Other Non-Enterobacterales,,M100,,,,,Pseudomonas species (other than P. aeruginosa),
Bacteria,Negative,psefpm,Pseudomonas fluorescens / putida / mendocina,Pseudomonas species (other than P. aeruginosa),Other Non-Enterobacterales,,M100,,,,,Pseudomonas species (other than P. aeruginosa),
Bacteria,Negative,psefpg,Pseudomonas fluorescens / putida group,Pseudomonas species (other than P. aeruginosa),Other Non-Enterobacterales,,M100,,,,,Pseudomonas species (other than P. aeruginosa),
Bacteria,Negative,pselut,Pseudomonas luteola,Pseudomonas species (other than P. aeruginosa),Other Non-Enterobacterales,,M100,,,,,Pseudomonas species (other than P. aeruginosa),
Bacteria,Negative,psemen,Pseudomonas mendocina,Pseudomonas species (other than P. aeruginosa),Other Non-Enterobacterales,,M100,,,,,Pseudomonas species (other than P. aeruginosa),
Bacteria,Negative,psemes,Pseudomonas mesophilica,Pseudomonas species (other than P. aeruginosa),Other Non-Enterobacterales,,M100,,,,,Pseudomonas species (other than P. aeruginosa),
Bacteria,Negative,pseole,Pseudomonas oleovorans,Pseudomonas species (other than P. aeruginosa),Other Non-Enterobacterales,,M100,,,,,Pseudomonas species (other than P. aeruginosa),
Bacteria,Negative,cdcve2,Pseudomonas oryzihabitans (prev. Flavimonas oryzihabitans),Pseudomonas species (other than P. aeruginosa),Other Non-Enterobacterales,,M100,,,,,Pseudomonas species (other than P. aeruginosa),
Bacteria,Negative,pseoti,Pseudomonas otitidis,Pseudomonas species (other than P. aeruginosa),Other Non-Enterobacterales,,M100,,,,,Pseudomonas species (other than P. aeruginosa),
Bacteria,Negative,psepsu,Pseudomonas pseudoalcaligenes,Pseudomonas species (other than P. aeruginosa),Other Non-Enterobacterales,,M100,,,,,Pseudomonas species (other than P. aeruginosa),
Bacteria,Negative,pseput,Pseudomonas putida,Pseudomonas species (other than P. aeruginosa),Other Non-Enterobacterales,,M100,,,,,Pseudomonas species (other than P. aeruginosa),
Bacteria,Negative,psespe,Pseudomonas species,Pseudomonas species (other than P. aeruginosa),Other Non-Enterobacterales,,M100,,,,,Pseudomonas species (other than P. aeruginosa),
Bacteria,Negative,psestu,Pseudomonas stutzeri,Pseudomonas species (other than P. aeruginosa),Other Non-Enterobacterales,,M100,,,,,Pseudomonas species (other than P. aeruginosa),
Bacteria,Negative,psetes,Pseudomonas testosteronii,Pseudomonas species (other than P. aeruginosa),Other Non-Enterobacterales,,M100,,,,,Pseudomonas species (other than P. aeruginosa),
Bacteria,Negative,psever,Pseudomonas veronii,Pseudomonas species (other than P. aeruginosa),Other Non-Enterobacterales,,M100,,,,,Pseudomonas species (other than P. aeruginosa),
Bacteria,Negative,psevir,Pseudomonas viridiflava,Pseudomonas species (other than P. aeruginosa),Other Non-Enterobacterales,,M100,,,,,Pseudomonas species (other than P. aeruginosa),
Bacteria,Positive,propro,Pseudopropionibacterium propionicum,Pseudopropionibacterium propionicum,,,,,,,,,
Bacteria,Negative,psxmex,Pseudoxanthomonas mexicana,Pseudoxanthomonas spp.,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Negative,psxspe,Pseudoxanthomonas species,Pseudoxanthomonas spp.,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Negative,psyimm,Psychrobacter immobilis,Psychrobacter spp.,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Negative,psyphe,Psychrobacter phenylpyruvicus,Psychrobacter spp.,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Negative,psysan,Psychrobacter sanguinis,Psychrobacter spp.,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Negative,psyspe,Psychrobacter species,Psychrobacter spp.,Other Non-Enterobacterales,,M100,,,,,,
,,phlpf,Pulsed-Field Done at PHL,,,,,,,,,,
,,pfdone,Pulsed-field Done in-house,,,,,,,,,,
Virus,,77rabv,Rabies virus,,,,,,,,,,
Bacteria,Negative,rahaqu,Rahnella aquatilis,Rahnella aquatilis,Enterobacterales,,M100,,,,,,
Bacteria,Negative,ralins,Ralstonia insidiosa,Ralstonia insidiosa,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Negative,ralman,Ralstonia mannitolilytica,Ralstonia insidiosa,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Negative,burpic,Ralstonia pickettii,Ralstonia insidiosa,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Negative,kleorn,Raoultella ornithinolytica,Raoultella spp.,Enterobacterales,,M100,,,,,,
Bacteria,Negative,klepla,Raoultella planticola,Raoultella spp.,Enterobacterales,,M100,,,,,,
Bacteria,Negative,raospe,Raoultella species,Raoultella spp.,Enterobacterales,,M100,,,,,,
Bacteria,Negative,kleter,Raoultella terrigena,Raoultella spp.,Enterobacterales,,M100,,,,,,
,,28resp,Resp Screen Pos virus,,,,,,,,,,
Virus,,26rsv,Respiratory syncytial virus,,,,,,,,,,
Virus,,26rsvdr,Respiratory syncytial virus,,,,,,,,,,
Virus,,26rsvA,Respiratory syncytial virus type A,,,,,,,,,,
Virus,,26rsvB,Respiratory syncytial virus type B,,,,,,,,,,
Parasite,,retoin,Retortamonas intestinalis,,,,,,,,,,
Parasite,,retinc,Retortamonas intestinalis cysts,,,,,,,,,,
Parasite,,retint,Retortamonas intestinalis trophozoites,,,,,,,,,,
Virus,,39rhin,Rhinovirus,,,,,,,,,,
Virus,,39rhiA,Rhinovirus A,,,,,,,,,,
Bacteria,Negative,rhirad,Rhizobium radiobacter,Rhizobium radiobacter,Other Non-Enterobacterales,,M100,,,,,,
Filamentous Fungi,,rhmpus,Rhizomucor pusillus,,,,,,,,,,
Filamentous Fungi,,rhmspp,Rhizomucor species,,,,,,,,,,
Filamentous Fungi,,rhispp,Rhizopus species,,,,,,,,,,
Bacteria,Positive,rhoeqi,Rhodococcus equi,Rhodococcus spp.,,,,,,,,,
Bacteria,Positive,rhoery,Rhodococcus erythropolis,Rhodococcus spp.,,,,,,,,,
Bacteria,Positive,rhoglo,Rhodococcus globerulus,Rhodococcus spp.,,,,,,,,,
Bacteria,Positive,rhorch,Rhodococcus rhodochrous,Rhodococcus spp.,,,,,,,,,
Bacteria,Positive,rhorbr,Rhodococcus ruber,Rhodococcus spp.,,,,,,,,,
Filamentous Fungi,,rhoglu,Rhodotorula glutinis,,,,,,,,,,
Filamentous Fungi,,rhomin,Rhodotorula minuta,,,,,,,,,,
Filamentous Fungi,,rhomuc,Rhodotorula mucilaginosa,,,,,,,,,,
Filamentous Fungi,,rhopil,Rhodotorula pilamanae,,,,,,,,,,
Filamentous Fungi,,rhorub,Rhodotorula rubra,,,,,,,,,,
Filamentous Fungi,,rhospp,Rhodotorula species,,,,,,,,,,
Bacteria,Negative,ricaka,Rickettsia akari,Rickettsia spp.,,,,,,,,,
Bacteria,Negative,ricaus,Rickettsia australis,Rickettsia spp.,,,,,,,,,
Bacteria,Negative,riccon,Rickettsia conorii,Rickettsia spp.,,,,,,,,,
Bacteria,Negative,ricjap,Rickettsia japonicum,Rickettsia spp.,,,,,,,,,
Bacteria,Negative,ricpro,Rickettsia prowazekii,Rickettsia spp.,,,,,,,,,
Bacteria,Negative,ricric,Rickettsia rickettsii,Rickettsia spp.,,,,,,,,,
Bacteria,Negative,ricsib,Rickettsia siberica,Rickettsia spp.,,,,,,,,,
Bacteria,Negative,rictyp,Rickettsia typhi,Rickettsia spp.,,,,,,,,,
Bacteria,Negative,rieana,Riemerella anatipestifer,Riemerella anatipestifer,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Negative,paspne,Rodentibacter pneumotropicus prev Pasteurella pneumotropica,Rodentibacter pneumotropicus,Pasteurella,,M45,,,,,,
Bacteria,Negative,rosgil,Roseomonas gilardii,Roseomonas spp.,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Negative,rosspe,Roseomonas species,Roseomonas spp.,Other Non-Enterobacterales,,M100,,,,,,
Virus,,73rota,Rotavirus,Viruses,,,,,,,,,
Bacteria,Positive,rotden,Rothia dentocariosa,Rothis app.,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Positive,stomuc,Rothia mucilaginosa (formerly Stomatococcus mucilaginosa),Rothia mucilaginosa,Rothis mucilaginosa,,M45,,,,,,
Bacteria,Positive,rotspe,Rothia species,Rothia spp.,Other Non-Enterobacterales,,M100,,,,,,
Filamentous Fungi,,saccer,Saccharomyces cerevisiae,,,,,,,,,,
Filamentous Fungi,,sacklu,Saccharomyces kluyverii,,,,,,,,,,
Bacteria,Negative,salabe,Salmonella aberdeen,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salago,Salmonella agona,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salalb,Salmonella albany,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salana,Salmonella anatum,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salari,Salmonella arizonae,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salbar,Salmonella bareilly,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salber,Salmonella berta,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salblo,Salmonella blockley,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salbov,Salmonella bovismorbificans,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salbre,Salmonella braenderup,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salbra,Salmonella brandenburg,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salchs,Salmonella cholerae-suis,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salcot,Salmonella cotham,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,saldah,Salmonella dahra,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salder,Salmonella derby,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,saldia,Salmonella diarizonae ssp. III b,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,saldub,Salmonella dublin,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,saleas,Salmonella eastbourne,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salent,Salmonella enteritidis,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salgal,Salmonella gallinarum,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salgiv,Salmonella give,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salgrp,Salmonella group,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salhad,Salmonella hadar,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salhar,Salmonella hartford,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salhav,Salmonella havana,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salhei,Salmonella heidelberg,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salhou,Salmonella houtenae,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salinf,Salmonella infantis,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,saljav,Salmonella javiana,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salked,Salmonella kedougou,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salken,Salmonella kentucky,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,sallar,Salmonella larochelle,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,sallit,Salmonella litchfield,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salmba,Salmonella mbandaka,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salmon,Salmonella montevideo,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salmue,Salmonella muenchen,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salmun,Salmonella muenster,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salnew,Salmonella newport,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salnim,Salmonella nima,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salma,Salmonella O group A,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salmb,Salmonella O group B,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salmc,Salmonella O group C,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salmd,Salmonella O group D,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salme,Salmonella O group E,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salohi,Salmonella ohio,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salora,Salmonella oranienburg,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salori,Salmonella orion,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salosl,Salmonella oslo,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salpan,Salmonella panama,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salpar,Salmonella paratyphi,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salpaa,Salmonella paratyphi A,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salpab,Salmonella paratyphi B var.Java,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salpoo,Salmonella poona,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salrea,Salmonella reading,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salris,Salmonella rissen,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salstp,Salmonella saintpaul,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
